"		瘤痢锅龋",瘤痢疙,老矫,乞闭浅加(m/s),弥措浅加(m/s),弥措浅加浅氢(deg),"	弥措浅加矫阿",弥措鉴埃浅加(m/s),弥措鉴埃浅加浅氢(deg),"	弥措鉴埃浅加矫阿"
"		114",盔林,2017-10-13,0.6,2.3,250,15:11,4.1,250,15:03
"		114",盔林,2017-10-14,0.6,2.5,20,14:09,4.9,110,14:21
"		114",盔林,2017-10-15,0.5,1.7,50,13:34,3.6,270,16:03
"		114",盔林,2017-10-16,0.5,1.7,20,0:15,3.4,360,0:12
"		114",盔林,2017-10-17,0.4,1.7,200,14:35,3.5,180,13:19
"		114",盔林,2017-10-18,1,2.8,160,17:58,5.6,160,17:49
"		114",盔林,2017-10-19,0.7,2.2,20,16:08,3.9,50,16:08
"		114",盔林,2017-10-20,0.3,1.4,270,15:59,3.2,20,12:50
"		114",盔林,2017-10-21,0.3,2.1,20,14:57,3.9,360,12:20
"		114",盔林,2017-10-22,2,6.6,20,14:17,12.5,20,14:16
"		114",盔林,2017-10-23,0.7,2.6,360,14:21,4.7,340,13:05
"		114",盔林,2017-10-24,0.5,1.8,20,15:16,3.3,20,15:10
"		114",盔林,2017-10-25,0.5,1.9,50,12:57,3.5,230,16:00
"		114",盔林,2017-10-26,0.2,1.8,290,15:07,3.6,320,14:54
"		114",盔林,2017-10-27,0.4,1.7,20,5:13,3.2,250,14:36
"		114",盔林,2017-10-28,0.4,1.7,50,14:31,3.3,340,14:09
"		114",盔林,2017-10-29,1.3,4.3,290,15:41,9.2,290,15:39
"		114",盔林,2017-10-30,0.7,2.7,250,15:18,5.8,320,12:05
"		114",盔林,2017-10-31,0.6,2.2,250,15:15,4.2,230,15:28
"		114",盔林,2017-11-01,0.3,1.6,110,15:06,3.1,250,16:06
"		114",盔林,2017-11-02,0.3,1.8,250,9:58,2.9,110,9:38
"		114",盔林,2017-11-03,1.3,4.1,250,17:52,9.6,230,18:34
"		114",盔林,2017-11-04,0.7,2.7,250,13:51,5.4,270,13:44
"		114",盔林,2017-11-05,0.4,2,20,5:22,3.6,180,14:52
"		114",盔林,2017-11-06,0.3,2,270,15:44,4,290,15:35
"		114",盔林,2017-11-07,0.3,1.4,20,14:23,2.8,140,14:04
"		114",盔林,2017-11-08,1,3.4,320,13:13,6.7,290,12:56
"		114",盔林,2017-11-09,0.4,1.3,340,13:48,2.4,110,12:45
"		114",盔林,2017-11-10,1.4,4.5,250,16:29,9.5,290,16:12
"		114",盔林,2017-11-11,0.7,2.7,250,0:02,5.6,250,0:39
"		114",盔林,2017-11-12,0.4,2,290,15:12,3.4,270,14:59
"		114",盔林,2017-11-13,0.6,2.3,230,22:50,5.5,340,23:43
"		114",盔林,2017-11-14,1.3,4.1,250,13:13,9.1,250,13:07
"		114",盔林,2017-11-15,1.6,6.2,290,14:57,15.2,290,14:51
"		114",盔林,2017-11-16,0.6,2.2,290,0:02,4.2,290,11:40
"		114",盔林,2017-11-17,0.3,2.2,200,23:08,3.2,200,23:05
"		114",盔林,2017-11-18,1.4,3.1,250,14:01,6.1,250,14:22
"		114",盔林,2017-11-19,0.9,2.8,270,14:11,5.8,290,11:48
"		114",盔林,2017-11-20,0.5,2.8,250,13:57,6.5,250,14:21
"		114",盔林,2017-11-21,0.5,1.9,290,15:54,3.2,320,15:47
"		114",盔林,2017-11-22,0.9,3.5,250,22:41,7.6,230,22:45
"		114",盔林,2017-11-23,0.9,3.8,250,11:41,9,230,15:22
"		114",盔林,2017-11-24,0.9,3.3,250,17:42,6.7,250,17:12
"		114",盔林,2017-11-25,1.6,5.3,200,16:44,11,200,17:32
"		114",盔林,2017-11-26,0.7,3.4,360,4:51,7.9,250,0:10
"		114",盔林,2017-11-27,0.2,1.4,20,12:34,2.2,20,12:08
"		114",盔林,2017-11-28,0.5,3.1,200,12:58,5.5,290,12:31
"		114",盔林,2017-11-29,1.1,2.8,200,12:31,5.5,320,13:58
"		114",盔林,2017-11-30,1.6,3.6,230,14:26,6.9,290,16:19
"		114",盔林,2017-12-01,0.8,2.5,250,15:23,4.7,320,14:42
"		114",盔林,2017-12-02,0.5,1.8,340,15:21,3.2,290,14:15
"		114",盔林,2017-12-03,0.3,1.6,20,13:59,2.5,20,2:13
"		114",盔林,2017-12-04,1.7,4.6,250,14:41,8.7,250,14:37
"		114",盔林,2017-12-05,1.4,3.7,270,13:47,6.9,290,13:13
"		114",盔林,2017-12-06,0.9,2.3,250,14:57,3.8,250,14:50
"		114",盔林,2017-12-07,1,3.3,270,16:01,5.8,290,15:52
"		114",盔林,2017-12-08,0.9,2.8,290,13:59,5.4,230,14:10
"		114",盔林,2017-12-09,0.6,2.4,200,15:16,3.9,230,15:10
"		114",盔林,2017-12-10,1.2,4.4,290,19:05,8.5,290,21:55
